0.00988	0.02
0.009881	0.02
0.009882	0.02
0.009883	0.02
0.009884	0.02
0.009885	0.02
0.009886	0.02
0.009887	0.04
0.009888	0.04
0.009889	0.04
0.00989	0.04
0.009891	0.02
0.009892	0.02
0.009893	0.04
0.009894	0.04
0.009895	0.02
0.009896	0.02
0.009897	0.02
0.009898	0.02
0.009899	0.02
0.0099	0.02
0.009901	0.02
0.009902	0.02
0.009903	0.04
0.009904	0.04
0.009905	0.04
0.009906	0.04
0.009907	0
0.009908	0
0.009909	0.04
0.00991	0.04
0.009911	0.02
0.009912	0.02
0.009913	0.02
0.009914	0.02
0.009915	0.02
0.009916	0.02
0.009917	0.02
0.009918	0.02
0.009919	0.02
0.00992	0.02
0.009921	0.02
0.009922	0.02
0.009923	0
0.009924	0
0.009925	0
0.009926	0
0.009927	0.02
0.009928	0.02
0.009929	0.02
0.00993	0.02
0.009931	0.04
0.009932	0.04
0.009933	0.02
0.009934	0.02
0.009935	0.02
0.009936	0.02
0.009937	0.04
0.009938	0.04
0.009939	0.02
0.00994	0.02
0.009941	0.02
0.009942	0.02
0.009943	0.04
0.009944	0.04
0.009945	0.02
0.009946	0.02
0.009947	0.02
0.009948	0.02
0.009949	0.02
0.00995	0.02
0.009951	0.02
0.009952	0.02
0.009953	0.02
0.009954	0.02
0.009955	0.02
0.009956	0.02
0.009957	0.02
0.009958	0.02
0.009959	0.02
0.00996	0.02
0.009961	0.02
0.009962	0.02
0.009963	0.02
0.009964	0.02
0.009965	0.02
0.009966	0.02
0.009967	0.02
0.009968	0.02
0.009969	0.02
0.00997	0.02
0.009971	0
0.009972	0
0.009973	0.02
0.009974	0.02
0.009975	0
0.009976	0
0.009977	0.04
0.009978	0.04
0.009979	0.02
0.00998	0.02
0.009981	0.02
0.009982	0.02
0.009983	0.02
0.009984	0.02
0.009985	0.02
0.009986	0.02
0.009987	0.02
0.009988	0.02
0.009989	0.02
0.00999	0.02
0.009991	0.02
0.009992	0.02
0.009993	0.04
0.009994	0.04
0.009995	0.04
0.009996	0.04
0.009997	0.04
0.009998	0.04
0.009999	0
0.01	0
0.010001	0.02
0.010002	0.02
0.010003	0.02
0.010004	0.02
0.010005	0.02
0.010006	0.02
0.010007	0.02
0.010008	0.02
0.010009	0.02
0.01001	0.02
0.010011	0.02
0.010012	0.02
0.010013	0
0.010014	0
0.010015	0
0.010016	0
0.010017	0.02
0.010018	0.02
0.010019	0
0.01002	0
0.010021	0.02
0.010022	0.02
0.010023	0
0.010024	0
0.010025	0.02
0.010026	0.02
0.010027	0.02
0.010028	0.02
0.010029	0.02
0.01003	0.02
0.010031	0.02
0.010032	0.02
0.010033	0.02
0.010034	0.02
0.010035	0.02
0.010036	0.02
0.010037	0
0.010038	0
0.010039	0.02
0.01004	0.02
0.010041	0.04
0.010042	0.04
0.010043	0.04
0.010044	0.04
0.010045	0
0.010046	0
0.010047	0.02
0.010048	0.02
0.010049	0.02
0.01005	0.02
0.010051	0.02
0.010052	0.02
0.010053	0
0.010054	0
0.010055	0.02
0.010056	0.02
0.010057	0
0.010058	0
0.010059	0.02
0.01006	0.02
0.010061	0
0.010062	0
0.010063	0.02
0.010064	0.02
0.010065	0.02
0.010066	0.02
0.010067	0.04
0.010068	0.04
0.010069	0.02
0.01007	0.02
0.010071	0.04
0.010072	0.04
0.010073	0.02
0.010074	0.02
0.010075	0.02
0.010076	0.02
0.010077	0.02
0.010078	0.02
0.010079	0.02
0.01008	0.02
0.010081	0.02
